tract_id,population,county,zip,location,lon,lat,ces_score,ces_percentile,percentile_range,dac_category,pollution_burden_pctl,pop_char_pctl
6037204910,3341,Los Angeles,90023,Los Angeles,-118.1955701,34.0248828,64.9212274937648,97.8063540090772,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.5606720597386,86.9011598587998
6037530500,3719,Los Angeles,90022,East Los Angeles,-118.165883,34.0387595,64.8961351158544,97.7937468482098,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,95.0466708151836,92.624810892587
6037229420,4759,Los Angeles,90011,Los Angeles,-118.2608177,33.9925311,64.8644311999552,97.768532526475,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,92.0472930927194,96.0161371659102
6037241001,4197,Los Angeles,90061,Los Angeles,-118.2679732,33.9296426,64.8580033740334,97.7559253656077,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,88.0647168637212,98.4745335350479
6037402801,4976,Los Angeles,91766,Pomona,-117.7349296,34.0542821,64.8193763570501,97.7433182047403,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,95.3204729309272,92.1457387796268
6037294830,4134,Los Angeles,90744,Los Angeles,-118.267011,33.7729434,64.7629554771217,97.7307110438729,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,91.4872433105165,96.4069591527988
6037575402,4129,Los Angeles,90813,Long Beach,-118.1915438,33.7862264,64.7335354544935,97.7181038830055,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,80.1369010578718,99.899142713061
6037208302,5269,Los Angeles,90026,Los Angeles,-118.2624816,34.0634788,64.7243883573825,97.7054967221382,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,98.5687616677038,83.5476550680787
6037542601,3295,Los Angeles,90222,Compton,-118.2265977,33.9058075,64.6931455623952,97.6928895612708,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,91.9975108898569,95.8648512355018
6037553802,6881,Los Angeles,90723,Paramount,-118.1719652,33.8861963,64.6885206504349,97.6802824004034,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.7224642190417,86.0943015632879
6037227020,3623,Los Angeles,90011,Los Angeles,-118.251933,34.0157537,64.653805433358,97.6676752395361,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,86.1854387056627,99.0040342914776
6037433200,6246,Los Angeles,91731,El Monte,-118.0367895,34.0678011,64.5794313031172,97.6550680786687,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,99.3652769135034,78.9712556732224
6037237202,4556,Los Angeles,90047,Los Angeles,-118.3100903,33.9863341,64.5002164976496,97.6424609178013,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,87.1810827629123,98.5753908219869
6037128303,4176,Los Angeles,91411,Los Angeles,-118.4523813,34.1830757,64.468866525229,97.6298537569339,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,87.0815183571873,98.6384266263237
6037601600,4439,Los Angeles,90304,Lennox,-118.3638538,33.9348001,64.4331052528305,97.6046394351992,95-100% (highest scores),CalEnviroScreen 4.0 Top 25%,97.2744243932794,87.0524457892083
